age_group,best_scale,best_score,human_mean_rt,model_mean_rt,human_median_rt,model_median_rt,human_skew,model_skew,human_accuracy,model_accuracy,human_congruency_rt_gap,model_congruency_rt_gap,threshold,noise_ampa,J_ext,I_0,J_self_mean,J_offdiag_mean
20-29,0.1,0.497095903679766,0.6471204548814553,0.624984085559845,0.605,0.5899999737739563,36.75877948311805,0.782303512096405,0.9343121921613483,0.22771695573348272,0.039673683709627205,0.00033295154571533203,0.49014875292778015,0.016574984416365623,0.02894970215857029,0.33716270327568054,0.256699800491333,-0.05962406471371651
80-89,0.30000000000000004,0.4530325133331739,0.8382647963227136,0.8065348267555237,0.791,0.7599999904632568,25.813192505842466,1.129404902458191,0.9614835948644793,0.30740212394991284,0.08296488505355903,0.0010660290718078613,0.507198691368103,0.012853696942329407,0.013186213560402393,0.32468992471694946,0.2607862055301666,-0.050720635801553726
