age_group,mean_rt,skewness,accuracy,error_slower,cong_gap
20-29 matched,0.624267881933965,71.6653996719502,0.9484819218929197,-0.06438387828748626,0.03375521015961658
80-89,0.8382647963227137,25.813192505842466,0.9614835948644793,-0.10135804422952455,0.08296488505355892
