age_group,human_earliest_incongruent_caf,baseline_earliest_incongruent_caf,sim_selected_earliest_incongruent_caf,baseline_distance_to_human_earliest_incongruent_caf,sim_selected_distance_to_human_earliest_incongruent_caf,human_first_delta,baseline_first_delta,sim_selected_first_delta,baseline_distance_to_human_first_delta,sim_selected_distance_to_human_first_delta,human_incongruent_error_minus_correct_rt,baseline_incongruent_error_minus_correct_rt,sim_selected_incongruent_error_minus_correct_rt,baseline_distance_to_human_incongruent_error_minus_correct_rt,sim_selected_distance_to_human_incongruent_error_minus_correct_rt,human_incongruent_conditional_tail,baseline_incongruent_conditional_tail,sim_selected_incongruent_conditional_tail,baseline_distance_to_human_incongruent_conditional_tail,sim_selected_distance_to_human_incongruent_conditional_tail
20-29,0.734946779582006,1.0,1.0,0.26505322041799395,0.26505322041799395,0.019468635320663452,0.05685308575630188,0.04457002878189087,0.03738445043563843,0.025101393461227417,-0.10848104953765869,0.42940008640289307,0.3215838074684143,0.5378811359405518,0.430064857006073,0.765999972820282,1.100000023841858,1.100000023841858,0.3340000510215759,0.3340000510215759
80-89,0.8338099777565936,1.0,1.0,0.1661900222434064,0.1661900222434064,0.037097930908203125,0.1286381483078003,0.1679893136024475,0.09154021739959717,0.13089138269424438,-0.14575213193893433,0.9562580585479736,0.5657675266265869,1.102010190486908,0.7115196585655212,1.0099999904632568,1.9199999570846558,1.9199999570846558,0.9099999666213989,0.9099999666213989
