age_group,status,scale,score,rt_score,model_accuracy,human_accuracy,model_congruency_rt_gap,human_congruency_rt_gap,human_mean_rt,model_mean_rt,note
20-29,response_supervision_best_scale0.1_epoch20,0.1,0.6699293851852417,0.48691752552986145,0.9867844664703337,0.9660006122212018,0.08536362648010254,0.05853778123855591,0.618,0.6397305727005005,response_labels
80-89,response_supervision_best_scale0.1_epoch20,0.1,0.6044475436210632,0.39316484332084656,0.9999894813240909,0.9791204283204831,0.13443607091903687,0.08535170555114746,0.9393,0.7063751816749573,response_labels
