age_group,user_id,earliest_incongruent_caf,incongruent_error_minus_correct_rt,rt_skewness,incongruent_trials,incongruent_error_trials,unique_rt_values,z_earliest_incongruent_caf,z_incongruent_error_minus_correct_rt,z_rt_skewness,extreme_score,caf_rank,caf_half
20-29,7862,0.7588346371729161,-0.1700461506843567,12.521153659412175,17740,1593,1692,-1.0481122951560602,-2.647904996562705,0.03998830963424444,1.2453352004510032,2,lower
20-29,677,0.8127396048363315,-0.07717138528823853,71.66540015072758,16536,1339,817,-0.12671059869275203,0.12945478357116277,3.1754786409126132,1.1438813410588426,7,upper
20-29,5675,0.8979149584163055,-0.031705379486083984,1.0903464600944532,84315,4807,744,1.329198173491043,1.4890862759325416,-0.5660078367099434,1.128097428711176,12,upper
20-29,182,0.892990770765777,-0.05010044574737549,3.45458418589477,19730,934,573,1.2450286608919299,0.9389937188304391,-0.44066944844965894,0.8748972760573426,10,upper
80-89,984,0.8513399153737659,-0.24267584085464478,22.19762295046646,17241,933,1454,-0.8092591729488128,-1.5816173598974927,-1.1460481338352062,1.1789748888938372,2,lower
80-89,3403,0.9333074835207444,-0.07177817821502686,35.111651224311736,12800,429,1125,0.5784460535227554,1.0707975934301022,1.593173958345118,1.0808058684326587,3,upper
80-89,6609,0.9781042927110343,-0.10287666320800781,27.280143318362665,17347,149,1795,1.336852916724372,0.5881339610130818,-0.06798389388815362,0.6643235905418691,4,upper
80-89,2410,0.8338099777565936,-0.14575213193893433,25.81319264814026,15698,996,1324,-1.1060397972983127,-0.07731419454569133,-0.3791419306217576,0.520831974155254,1,lower
